model,image_name,mosz1,mosz2,mosz3,prompt
stable-diffusion,016-1.png,3.142803866785286,3.2274281299538656,3.1730668192167317,"""A heart made of chocolate"""
Glide,086-2.png,2.1406008083764427,1.8622452083758312,2.000631821474871,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Unidiffuser,018-4.png,3.584969818451019,3.141630654492672,3.5309401640747744,"""Sunset over the sea"""
Lafite,067-3.png,2.2735235949862287,2.255462457801245,2.165435585285635,"""a yellow wall with 'Hello, world.' written on it"""
Unidiffuser,036-3.png,2.173999052150843,2.0619546278769203,2.621892618011075,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
DALLE,022-3.png,2.6171519228327678,2.560901188163488,2.50328836189666,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
Controlnet,072-4.png,2.916185641893855,2.767690488064578,3.1285131275036555,"""two motorcycles facing each other"""
DALLE,075-2.png,3.160435325874644,3.126471287221536,3.334746125315955,"""three green peppers"""
Unidiffuser,053-2.png,2.7479189229135774,2.6835893951919774,2.597499621010564,"""A spaceship made of cardboard."""
Glide,033-1.png,2.201249890378326,2.163525191508476,2.089943924770287,"""purple lego dollhouse with a pool and a swing"""
Glide,069-2.png,1.8040205545367705,2.438115652278344,2.2301641197843733,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Lafite,075-3.png,1.739265290318189,1.8696225326611149,1.8293526292513251,"""three green peppers"""
stable-diffusion,064-4.png,2.1852000784415537,2.029331599744694,2.268242538966345,"""the word 'APPLE' on an apple"""
Unidiffuser,003-1.png,2.4302242329375576,2.6874212050945667,2.80429242498448,"""a bench"""
Lafite,038-2.png,2.107054269919564,2.5412267161141977,3.0572650049303776,"""a fall landscape with a small cottage next to a lake"""
Unidiffuser,087-2.png,1.4580222274522014,1.697612810784538,2.049299466328676,"""an aerial view of a dining room"""
Unidiffuser,014-4.png,2.873124368114703,2.755468067516433,2.5250231356733184,"""a pumpkin with a candle in it"""
Controlnet,066-4.png,2.476084000762716,2.2830295248716395,2.0174959950702,"""the word 'START'"""
stable-diffusion,078-1.png,3.078021171053134,3.231635545917133,2.0503152711370807,"""a tennis court with three yellow cones on it"""
Unidiffuser,031-3.png,2.182109088482142,2.434056570734277,2.1169113946522358,"""a library filled with kids reading books"""
DALLE,037-3.png,3.1071788058189718,3.1686851652339376,3.3847629175698466,"""A bare kitchen has wood cabinets and white appliances"""
Lafite,025-1.png,2.060993016572616,2.0836697236891157,1.9905460440777385,"""a pineapple with one beer to its left and two beers on its right"""
DALLE,004-1.png,3.309845351783868,3.404809588885217,3.451795215415401,"""a flower"""
Controlnet,049-2.png,3.0674497729073287,2.828696236826389,2.8408371733380107,"""an elephant walking on the Great Wall"""
Glide,035-1.png,2.176406294776104,2.604888616037289,2.8154439769644983,"""a bloody mary cocktail next to a napkin"""
Glide,002-3.png,2.082159964953422,2.4037937569262637,2.9169583254197384,"""a boat"""
DALLE,095-2.png,2.820641713065436,2.7800919423010537,2.0271624845830507,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Lafite,055-2.png,2.009499001696297,2.0655127112771807,2.208611478628245,"""a painting of the food of china"""
stable-diffusion,024-4.png,3.1884385620755227,2.900278861838849,2.7198133749099447,"""a tree reflected in the sunroof of a blue car"""
Unidiffuser,001-2.png,2.3549870701489937,2.160544672420399,2.664781856676977,"""a girl"""
DALLE,018-3.png,2.940207485481542,2.778662358959621,2.997947331382156,"""Sunset over the sea"""
Unidiffuser,045-2.png,2.643451029718899,2.593047368150327,2.180387988257364,"""A bowl of soup that looks like a monster with tofu says deep learning"""
stable-diffusion,032-1.png,3.394864951100068,3.06961247954708,3.262968264476277,"""a large white yacht in a calm bay on a sunny day"""
Lafite,096-3.png,2.1981745306251623,2.450272658502999,2.5037076029600103,"""We painted the wall with cracks."""
Controlnet,002-3.png,3.101963273674223,2.7163658447566963,2.7532875110393205,"""a boat"""
stable-diffusion,006-2.png,3.0179667917127952,2.603959742248524,2.515759175115865,"""a book cover"""
Lafite,051-1.png,2.3608873800837937,2.0788902660793287,2.4942279414041453,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
stable-diffusion,061-3.png,2.953943196085374,2.8890902471284723,2.21995612701003,"""the word 'HELLO' on a girl's face"""
stable-diffusion,037-3.png,2.0852863787060234,2.4783033384154938,2.611222783917401,"""A bare kitchen has wood cabinets and white appliances"""
Glide,053-1.png,1.7948826607295718,2.1288150649286277,2.1275137392206123,"""A spaceship made of cardboard."""
Lafite,094-2.png,2.1916994775104466,2.185710307305825,2.286714887106254,"""a banana without its peel"""
stable-diffusion,015-4.png,2.9177727949636854,2.7680726213014792,2.7882319150051607,"""A bowl of Chicken Pho"""
Controlnet,085-1.png,3.0153359829446527,3.005555344113078,2.76636224926301,"""a close-up of an old-fashioned cocktail"""
Lafite,036-1.png,1.9421262033134787,2.137892472106576,2.5172096389532603,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
Glide,049-2.png,1.8326395748679372,1.9003129060855128,2.500161373710445,"""an elephant walking on the Great Wall"""
Glide,057-3.png,1.8711877290829333,2.351798905480907,2.490982430386278,"""an oil painting of a tree and a building"""
DALLE,050-3.png,2.4004470244650435,2.3016814197894404,2.8025082296910995,"""A photo of a panda made of water."""
stable-diffusion,094-3.png,2.893592387705369,2.766405230132063,2.108911168956374,"""a banana without its peel"""
Glide,036-4.png,2.34858484223646,2.467451963186018,2.3678472111586566,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
Controlnet,008-2.png,2.2190457625591318,1.9311395531381743,2.705871693657346,"""a fall landscape"""
DALLE,073-1.png,2.88603766654509,2.847037540508904,2.688391222648656,"""two red balls on a table"""
Controlnet,076-4.png,2.645579238381339,2.555565488588403,2.1643393499631847,"""three small yellow boxes"""
Unidiffuser,086-2.png,2.396648867021731,2.2549515818516683,2.176026860505931,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Glide,063-2.png,2.1421979638302404,2.2086891884838296,1.9684355450639144,"""A sign that says Deep Learning"""
Lafite,007-4.png,2.273308616697272,2.435641488361337,2.745186733927276,"""a kitchen"""
stable-diffusion,029-2.png,2.6379969976405238,2.677788421911573,2.628367285615833,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Lafite,011-4.png,1.9470561347194328,2.199467648317456,2.475657743393319,"""a woman with long hair"""
DALLE,077-4.png,3.034460114841906,3.0719490011465687,3.113535182663509,"""two pianos next to each other"""
stable-diffusion,062-1.png,3.088892019914093,2.7294438285703047,2.7623498718185155,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
stable-diffusion,002-1.png,2.9762865487327974,2.6543421130989104,2.950374712804156,"""a boat"""
Lafite,011-2.png,2.4214884649727786,2.155891830941586,2.7743070272222856,"""a woman with long hair"""
stable-diffusion,019-1.png,2.57571902906662,2.5667060912347752,2.755935310838613,"""a boat in the canals of venice"""
Glide,075-3.png,2.383499117251478,2.657425225892988,2.763168071511344,"""three green peppers"""
Lafite,002-2.png,2.1737146933198424,2.5526804421748563,2.5348912955555067,"""a boat"""
DALLE,033-4.png,2.727101938953569,2.52052051699374,2.5458467367797875,"""purple lego dollhouse with a pool and a swing"""
DALLE,023-3.png,2.207508643083327,2.225131611302919,2.4658767091023037,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Controlnet,025-1.png,2.577648953256568,2.661545203935655,2.146620529631633,"""a pineapple with one beer to its left and two beers on its right"""
stable-diffusion,033-3.png,2.9406624559650067,2.7341864616054856,2.7956733601293062,"""purple lego dollhouse with a pool and a swing"""
stable-diffusion,058-2.png,2.4353477689080174,2.4897747986708234,2.53185097648064,"""a painting of a white country home with a wrap-around porch"""
Unidiffuser,057-4.png,2.546867410192325,2.7283907637998213,2.8967727130541863,"""an oil painting of a tree and a building"""
Unidiffuser,046-2.png,2.5338951876951143,2.2872615004380203,2.4202450694578923,"""a drawing of a series of musical notes wrapped around the Earth"""
stable-diffusion,039-4.png,1.9970863759322293,2.0788116354980724,2.408788670477549,"""a teddy bear on a skateboard in times square"""
stable-diffusion,032-2.png,2.000586506715489,2.225035757513481,2.22226283105917,"""a large white yacht in a calm bay on a sunny day"""
Controlnet,001-1.png,2.475741374142012,2.5501057021348403,2.996977991650345,"""a girl"""
stable-diffusion,094-1.png,3.05869708618214,3.0080382334554097,1.882747091781352,"""a banana without its peel"""
Lafite,026-3.png,1.6688075542211886,1.78941919431178,1.778762224935169,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Unidiffuser,097-2.png,1.7988890046144814,2.040569504705889,1.9744077078638556,"""a kitchen without a refrigerator"""
Unidiffuser,081-2.png,2.740372562165343,2.6235585963739605,2.848597220079536,"""two people facing each other"""
Lafite,032-4.png,1.9783630587427272,2.1264104255478333,2.587350840665577,"""a large white yacht in a calm bay on a sunny day"""
Controlnet,053-4.png,3.017167652411211,3.316541990604782,3.1948202596502586,"""A spaceship made of cardboard."""
Glide,072-2.png,1.8993518810979888,2.0571663730701704,2.058704132252207,"""two motorcycles facing each other"""
Controlnet,084-4.png,2.7373137803231864,2.609418293097043,2.6981613224162557,"""a cross-section view of a walnut"""
DALLE,011-4.png,2.985702881853043,2.8351223512525565,2.914888871250424,"""a woman with long hair"""
stable-diffusion,049-3.png,2.6088649972611893,2.426073025408084,2.6034598374322138,"""an elephant walking on the Great Wall"""
Controlnet,001-3.png,2.315293557239987,2.6121021708219208,2.811754867465587,"""a girl"""
stable-diffusion,087-4.png,3.170427916405091,3.06727160396367,3.2355813155868383,"""an aerial view of a dining room"""
Unidiffuser,067-4.png,1.7952117760717812,1.8657239892420407,1.891780712710984,"""a yellow wall with 'Hello, world.' written on it"""
Lafite,031-3.png,2.236228679924933,2.2514594289967267,2.4926558277708475,"""a library filled with kids reading books"""
Glide,018-2.png,2.3364880810940645,2.7894040420881545,2.874862954002152,"""Sunset over the sea"""
Unidiffuser,047-1.png,2.012358695478074,2.204365034866865,1.856481898116567,"""a small kitchen with a white goat in it"""
Glide,009-3.png,2.1666993009093574,2.508048942328968,2.737630581077205,"""a photo of san francisco's golden gate bridge"""
Controlnet,079-2.png,2.3216552961433736,2.2168219921086783,2.0143806882063764,"""Times Square with thousands of dogs running around"""
Controlnet,048-4.png,2.036472057866477,1.961147753204556,2.2812632523580905,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
stable-diffusion,054-3.png,3.0638132214996103,2.861219671268198,2.686551128103817,"""A photo of a lotus flower made of water. """
Unidiffuser,005-1.png,2.051982694930561,2.317581220102556,2.2478222812850275,"""a green pepper"""
Glide,037-2.png,1.927068764944122,2.346732470226263,2.520473335416717,"""A bare kitchen has wood cabinets and white appliances"""
stable-diffusion,064-3.png,3.022301540718994,2.880147573697428,2.407044041188815,"""the word 'APPLE' on an apple"""
Lafite,010-3.png,1.960547376383034,1.771720711416102,2.111960628351812,"""A giraffe walking through a green grass covered field"""
DALLE,051-1.png,3.166383681749907,3.128220231277987,3.151079179113907,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Controlnet,035-4.png,2.8171679471483158,2.880810391374464,2.759497865813421,"""a bloody mary cocktail next to a napkin"""
Lafite,086-1.png,2.0333713962234943,1.9859849473258735,1.9702572267076237,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Unidiffuser,026-2.png,2.8241745378027794,2.533545645559512,2.322515906546214,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Controlnet,046-4.png,2.6508647331173103,2.35653827517305,2.4214981373739883,"""a drawing of a series of musical notes wrapped around the Earth"""
stable-diffusion,068-3.png,2.1257865336940034,2.229713499854808,2.40640961287335,"""a store front with 'Grassy Meadow' written on it"""
Lafite,060-3.png,1.9477052476502792,1.7623339668104383,1.854378333211892,"""a cartoon of a dog saying ""I see what you did there"""""
stable-diffusion,045-3.png,1.7353131760238831,1.6003476878350131,1.721919368687636,"""A bowl of soup that looks like a monster with tofu says deep learning"""
DALLE,001-4.png,3.453069418006302,3.370349862648878,3.2660246010900518,"""a girl"""
stable-diffusion,084-3.png,2.634540797039284,2.470491109353103,2.942481401712455,"""a cross-section view of a walnut"""
Glide,090-2.png,2.18077553834776,2.2966970377044618,2.217635263125185,"""A bird gives an apple to a squirrel"""
DALLE,040-3.png,2.70085438399315,2.756344158677254,2.0815042283514344,"""A blue colored dog"""
Lafite,068-3.png,2.1517786498758964,2.254523599176839,2.235630303031644,"""a store front with 'Grassy Meadow' written on it"""
Lafite,095-2.png,1.9534134947374369,1.618011516023434,1.5961240797323115,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Lafite,000-4.png,1.828370260257048,1.815506906801528,1.8912134403176943,"""a corgi"""
DALLE,016-4.png,2.7488538362206336,2.887136322834624,2.855594657066894,"""A heart made of chocolate"""
Controlnet,034-1.png,2.618464945936831,2.328902567601086,2.5566706839462165,"""a small garden with an apple tree behind it"""
DALLE,069-1.png,3.233406106211985,3.085624562954007,2.572001057932777,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
DALLE,064-1.png,2.588632898106391,2.7216057206955195,2.4182189751759187,"""the word 'APPLE' on an apple"""
Unidiffuser,002-4.png,2.9265715633835505,2.965363313237438,3.093234011474964,"""a boat"""
Glide,034-3.png,1.831694109340992,2.21791042109509,2.0470826293369795,"""a small garden with an apple tree behind it"""
Unidiffuser,078-4.png,2.4987651381824465,2.172474726804485,2.345774470506953,"""a tennis court with three yellow cones on it"""
Controlnet,042-2.png,2.8866396690818066,2.5342013382985646,2.749206965229665,"""A bicycle on top of a boat"""
stable-diffusion,002-3.png,3.0142872033427515,3.1112058639174758,3.20604824740455,"""a boat"""
Unidiffuser,092-2.png,2.4814899072711585,2.412519234424414,2.360811518051194,"""a car with no windows"""
DALLE,004-2.png,3.232082533758349,2.944881424503261,2.9961460612294206,"""a flower"""
Controlnet,031-3.png,2.505082337976748,2.2354511257982392,2.324599458150343,"""a library filled with kids reading books"""
stable-diffusion,082-3.png,3.031138614186682,2.87418623864927,3.0521384785025067,"""an overhead view of a pickup truck with boxes in its flatbed"""
Lafite,023-4.png,1.977775001256465,2.039669356724754,2.1743389933956982,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Controlnet,081-4.png,2.836109807972948,2.6778151472679506,2.882481260037012,"""two people facing each other"""
Unidiffuser,074-3.png,2.7084091731596214,2.6846658404291843,2.5527050022776074,"""ten red apples"""
stable-diffusion,015-1.png,2.196008945321549,2.2159172238961693,2.566190960974431,"""A bowl of Chicken Pho"""
Controlnet,009-3.png,2.505028513944992,2.32552350654429,2.4352857705019977,"""a photo of san francisco's golden gate bridge"""
DALLE,016-1.png,2.737125697113709,2.725372129409416,2.7611930960446784,"""A heart made of chocolate"""
Glide,045-4.png,2.05277719626954,2.4103606465516294,2.064288797302527,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Glide,048-2.png,2.0281391788034284,2.2164426632561827,2.067766395859908,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Unidiffuser,047-2.png,2.788638272143007,2.5996263581391057,2.5073970691986984,"""a small kitchen with a white goat in it"""
Unidiffuser,079-3.png,1.7367772437320432,1.86937355600709,2.0421497959712185,"""Times Square with thousands of dogs running around"""
Unidiffuser,028-3.png,1.8284968796807828,1.903405665172456,2.365689386489517,"""Snow mountain and tree reflection in the lake"""
stable-diffusion,059-2.png,2.540941778200913,2.683149062089789,2.6570521867183725,"""Downtown Shanghai at sunrise. detailed ink wash."""
Glide,061-1.png,1.7668906982699766,1.9366308080821952,1.486396834565977,"""the word 'HELLO' on a girl's face"""
DALLE,077-2.png,2.8850062749454213,2.9876509113242617,3.1995893766007857,"""two pianos next to each other"""
Lafite,066-3.png,2.0363172838516905,2.015955333150857,1.7750035794492809,"""the word 'START'"""
Glide,038-4.png,2.20116805633482,2.7067038701186847,2.75954827860648,"""a fall landscape with a small cottage next to a lake"""
stable-diffusion,011-1.png,2.589576353193703,2.3900797339992983,3.126718111107626,"""a woman with long hair"""
Unidiffuser,048-4.png,2.6629911942817093,2.602972675142169,2.596365125645087,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Lafite,064-2.png,1.99758557253422,2.104590118892009,1.986374205961273,"""the word 'APPLE' on an apple"""
Lafite,077-4.png,2.20182505745348,2.115603650062823,2.36543545745263,"""two pianos next to each other"""
Glide,040-4.png,1.9563879804806537,2.3523228814003474,1.9858933130965253,"""A blue colored dog"""
stable-diffusion,087-3.png,2.805588915919115,2.775067612934692,2.583801274163075,"""an aerial view of a dining room"""
Glide,043-4.png,1.9262763838384367,2.238186198320745,2.0100254011144663,"""a sword slicing through a loaf of bread"""
Lafite,011-1.png,1.9039958416210083,1.943491706812,2.8602015405881427,"""a woman with long hair"""
Lafite,069-2.png,2.0454967883663357,2.1480551635802394,2.3976065374590623,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Glide,056-4.png,2.086154333345977,2.489876223054968,2.2289302609197152,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Glide,085-3.png,2.1056143894272834,2.0554098965767698,1.9180740920654693,"""a close-up of an old-fashioned cocktail"""
Controlnet,084-1.png,2.893094912376832,2.8282223421087265,2.965385609422644,"""a cross-section view of a walnut"""
Lafite,055-3.png,2.2091143668000446,2.2459193823574584,2.381022327479023,"""a painting of the food of china"""
DALLE,080-1.png,3.005159130245461,2.543575503714865,2.8048687061219737,"""view of a giraffe and a zebra in the middle of a field"""
Controlnet,069-2.png,2.6441891058619538,2.4315660664608325,2.3105093739694067,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
DALLE,013-4.png,2.7177948818742204,2.64808321951755,2.929357845139752,"""a teddy bear on a skateboard"""
stable-diffusion,040-2.png,3.2372807305768427,3.2335331175867497,3.1252241832914622,"""A blue colored dog"""
stable-diffusion,065-2.png,2.245796065209866,2.155568049474325,2.3768145931236218,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
DALLE,057-2.png,2.60198613239321,2.8481074731547844,2.83884052542759,"""an oil painting of a tree and a building"""
DALLE,019-2.png,3.0481521251275607,3.086362163861657,3.041265558979669,"""a boat in the canals of venice"""
Lafite,012-4.png,1.946567021874788,1.948304557630508,2.054259797934919,"""A red bus is driving on the road"""
Controlnet,054-1.png,3.174577588800475,3.076111169916284,2.841299659090625,"""A photo of a lotus flower made of water. """
Glide,003-4.png,2.3944741412582826,2.544608981011863,2.471385666461604,"""a bench"""
DALLE,073-3.png,3.077158401039531,2.77448877337836,2.941189620034033,"""two red balls on a table"""
stable-diffusion,010-2.png,2.9123898509885824,2.919941534036881,2.912540397521959,"""A giraffe walking through a green grass covered field"""
stable-diffusion,014-3.png,3.2078669486589377,2.997505256714723,2.59626227535534,"""a pumpkin with a candle in it"""
DALLE,033-2.png,2.6226562185060507,2.4939370724667724,2.342986395677413,"""purple lego dollhouse with a pool and a swing"""
Lafite,067-2.png,1.9398952745384768,1.9770652342625603,1.963983192487111,"""a yellow wall with 'Hello, world.' written on it"""
Lafite,059-3.png,2.311837243756662,2.3284717419343552,2.3927476208883576,"""Downtown Shanghai at sunrise. detailed ink wash."""
Unidiffuser,082-2.png,2.7334729656538115,2.375315208442138,2.6944160129341723,"""an overhead view of a pickup truck with boxes in its flatbed"""
Unidiffuser,088-3.png,2.820477646029512,2.976870238189146,2.9093351173203623,"""an aerial photo of a sandy island in the ocean"""
stable-diffusion,054-4.png,3.249744209391042,3.291262633449056,2.9022121361976096,"""A photo of a lotus flower made of water. """
Lafite,018-1.png,2.2905115702762826,2.6584661191972545,2.9133885258817207,"""Sunset over the sea"""
Controlnet,090-1.png,2.8827107143504542,2.543144074356594,2.5280307732643803,"""A bird gives an apple to a squirrel"""
Unidiffuser,035-2.png,1.7890099366770262,1.7892226703474676,1.7480398133749564,"""a bloody mary cocktail next to a napkin"""
Lafite,026-1.png,1.8452131770253917,1.839232634671772,1.859010643669749,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
DALLE,021-2.png,3.237789719742576,2.8864265725880403,3.271733508509773,"""a grandmother reading a book to her grandson and granddaughter"""
Glide,069-4.png,2.058923008896597,2.5000784164871,1.9730393988882733,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Unidiffuser,020-2.png,2.704749195576482,1.9902185515138695,2.4254549202573714,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Controlnet,085-3.png,3.209265673094996,3.1302766847885226,2.9001178813799373,"""a close-up of an old-fashioned cocktail"""
stable-diffusion,045-1.png,3.100841344871173,2.5408067812237287,2.644318175917045,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Controlnet,072-2.png,2.928490919798983,2.4904549107421112,2.154180438525576,"""two motorcycles facing each other"""
Unidiffuser,088-4.png,1.4500194375379656,1.8083809810413205,1.7442080881492046,"""an aerial photo of a sandy island in the ocean"""
Unidiffuser,094-1.png,2.5742002769590937,2.298781891276533,1.9534696628170576,"""a banana without its peel"""
Glide,039-4.png,1.969660918858268,2.2405082516830466,2.1369213360583097,"""a teddy bear on a skateboard in times square"""
stable-diffusion,015-2.png,3.118992124451058,2.8264289783694,2.8049056319634302,"""A bowl of Chicken Pho"""
stable-diffusion,007-3.png,1.927413263312219,1.913131447912336,1.9692786252632044,"""a kitchen"""
Controlnet,018-4.png,2.6319492741242603,2.428406178512888,2.83897144590831,"""Sunset over the sea"""
Controlnet,023-2.png,2.756688416358973,2.356513888761758,2.2713471853197453,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
stable-diffusion,026-4.png,2.136326670116381,2.068692637056312,1.9704651845316683,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Unidiffuser,062-4.png,2.3442216029498093,2.087837005873122,2.1588161185375365,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
DALLE,099-1.png,3.20128212882242,2.929376085463712,2.821240631863933,"""An aerial view of Ha Long Bay without any boats"""
Lafite,041-1.png,1.996593488891585,1.947402278392105,2.086803708361185,"""A photo of an astronaut riding a horse in the forest."""
DALLE,071-1.png,2.724352674635056,2.607913981124629,2.809170486167788,"""three children on a couch"""
DALLE,085-1.png,3.389783544184888,3.685957085785847,3.174592132309553,"""a close-up of an old-fashioned cocktail"""
DALLE,041-1.png,3.4086810711347524,3.209853652500817,3.444535494485497,"""A photo of an astronaut riding a horse in the forest."""
Controlnet,000-4.png,2.8506884796139382,2.5790080409390197,3.011153699063404,"""a corgi"""
Glide,039-1.png,2.26575092763526,2.3929643862735284,2.049855294506252,"""a teddy bear on a skateboard in times square"""
Controlnet,005-3.png,2.729935164073986,2.429774698524897,2.4773424360453995,"""a green pepper"""
Unidiffuser,066-3.png,3.2527422087046256,3.159478679653282,2.939405952716361,"""the word 'START'"""
Glide,023-2.png,1.6979444219455708,1.8944569157646245,2.010393181056918,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
DALLE,006-1.png,2.897562824599656,2.61904013072678,2.5833336074726048,"""a book cover"""
Controlnet,076-3.png,2.725211603189249,2.668125628522006,2.04349522149622,"""three small yellow boxes"""
Unidiffuser,050-2.png,2.78894580418345,3.074262370141497,2.562168384973288,"""A photo of a panda made of water."""
Glide,042-3.png,2.03257853751598,2.320960878678293,2.3147958371296045,"""A bicycle on top of a boat"""
stable-diffusion,062-2.png,3.2621161646975154,2.936667292346496,3.170533972369249,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
Glide,000-1.png,1.9209407123822912,2.470829726335912,2.6282974091918465,"""a corgi"""
stable-diffusion,066-3.png,2.750149287230038,2.7391926064505023,2.722369035754844,"""the word 'START'"""
Unidiffuser,085-4.png,3.236946934038575,3.187276011239219,3.3995063165839867,"""a close-up of an old-fashioned cocktail"""
Unidiffuser,064-4.png,2.5314690426550994,2.17057973968046,2.473199806822186,"""the word 'APPLE' on an apple"""
Unidiffuser,011-2.png,2.923191073902186,2.748150864249564,3.118961245265184,"""a woman with long hair"""
Glide,073-3.png,2.376452270686271,2.627096952864636,2.767216407631053,"""two red balls on a table"""
Lafite,016-3.png,2.1511321225197237,2.393001542578194,2.5955117220479558,"""A heart made of chocolate"""
DALLE,046-2.png,2.551345601713204,2.427740611293975,2.6730331544931523,"""a drawing of a series of musical notes wrapped around the Earth"""
stable-diffusion,032-4.png,2.83822094109099,2.938842566666411,2.797459828818839,"""a large white yacht in a calm bay on a sunny day"""
DALLE,068-4.png,2.7154951563479224,2.6817830631095587,2.3307212343571626,"""a store front with 'Grassy Meadow' written on it"""
Unidiffuser,098-4.png,2.522142729342944,2.19517730606081,2.058261583555596,"""a street without vehicles"""
stable-diffusion,068-1.png,2.940856749477985,2.814263402126523,2.2306045884298293,"""a store front with 'Grassy Meadow' written on it"""
DALLE,092-4.png,2.349081790894666,2.3438735839644824,2.1689662884431837,"""a car with no windows"""
Controlnet,041-4.png,2.695513618317499,2.4829145852138934,2.8218867668135674,"""A photo of an astronaut riding a horse in the forest."""
Unidiffuser,079-4.png,2.6707290072270142,2.435598636127025,2.7367624870360934,"""Times Square with thousands of dogs running around"""
Unidiffuser,075-1.png,1.7427075412196054,1.7307521574111218,2.0085065133630486,"""three green peppers"""
Lafite,035-1.png,1.9689131800731503,2.109863048496924,2.182907844214139,"""a bloody mary cocktail next to a napkin"""
Lafite,028-4.png,2.1337448959285754,2.3209750628444783,2.551819213040502,"""Snow mountain and tree reflection in the lake"""
Glide,097-1.png,1.907957517607447,2.004535745671349,2.340136689338153,"""a kitchen without a refrigerator"""
Controlnet,031-4.png,2.653597274798967,2.037306320228188,2.891401181069708,"""a library filled with kids reading books"""
DALLE,049-3.png,3.0787641633237164,2.750625687843361,3.0032216479922766,"""an elephant walking on the Great Wall"""
Lafite,092-2.png,1.930377600331791,1.8250862014708524,2.1339383883111376,"""a car with no windows"""
Controlnet,097-2.png,3.234382207653841,3.0147841685342325,1.912727464756052,"""a kitchen without a refrigerator"""
Glide,074-1.png,2.112447146656133,2.467204026449108,2.610853326357092,"""ten red apples"""
Glide,020-1.png,1.827451481122204,1.9530568845398608,1.9095332239629623,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Unidiffuser,030-4.png,2.265291664259611,2.1105201153403157,1.9498446357863763,"""a dolphin in an astronaut suit on saturn"""
Controlnet,029-2.png,2.7872238226701844,2.643675073740126,2.72161705224929,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
DALLE,034-3.png,2.7902916017910444,2.8661943867701694,2.3562054669145005,"""a small garden with an apple tree behind it"""
Glide,006-2.png,2.1355993897865724,2.4013389109499528,2.5252505623055006,"""a book cover"""
Controlnet,078-4.png,2.618254277786291,2.6027285705438885,2.122546982348159,"""a tennis court with three yellow cones on it"""
Lafite,016-2.png,2.744504744503545,2.45968004079381,2.7035876017692915,"""A heart made of chocolate"""
